Job Titles,AI Impact,Tasks,Task Type,AI Models,Model Sophistication,AI Workload Ratio,Domain
Yard Jockey,0.35,314,Routine,1178,Basic,0.26655348,General
Associate Consultant,0.35,289,Complex,1784,Intermediate,0.161995516,Business & Consulting
Consultant,0.35,495,Complex,1511,Intermediate,0.327597617,Business & Consulting
Financial Consultant,0.35,486,Complex,1547,Intermediate,0.314156432,Business & Consulting
Technical Consultant,0.35,1240,Complex,4070,Intermediate,0.304668305,Business & Consulting
Technology Consultant,0.35,1236,Complex,4064,Intermediate,0.304133858,Business & Consulting
Product Demonstrator,0.35,911,Routine,3170,Intermediate,0.287381703,General
Promotions Manager,0.35,1044,Complex,3723,Intermediate,0.280419017,Management & Administration
Purchasing Agent,0.35,853,Routine,3098,Intermediate,0.275338928,General
Special Events Coordinator,0.35,1071,Routine,3790,Intermediate,0.282585752,General
Assistant Project Manager,0.35,311,Complex,1980,Intermediate,0.157070707,Management & Administration
Associate Product Manager,0.35,316,Complex,2008,Intermediate,0.157370518,Management & Administration
Product Director,0.35,995,Complex,3281,Intermediate,0.303261201,Management & Administration
Product Owner,0.35,1045,Routine,3492,Intermediate,0.299255441,General
Project Estimator,0.35,865,Routine,2706,Intermediate,0.319660015,General
Project Lead,0.35,1053,Routine,3454,Intermediate,0.304863926,General
Project Leader,0.35,1051,Routine,3453,Intermediate,0.304373009,General
Project Management Specialist,0.35,1070,Complex,3480,Intermediate,0.307471264,General
Inventory Specialist,0.35,524,Complex,1687,Intermediate,0.310610551,General
Merchandising Assistant,0.35,873,Routine,3073,Intermediate,0.284087211,General
Stock Manager,0.35,661,Complex,2265,Intermediate,0.29183223,Management & Administration
Architectural Drafter,0.35,137,Routine,1204,Basic,0.113787375,General
Drilling Supervisor,0.35,232,Routine,792,Basic,0.292929293,General
General Contractor,0.35,299,Routine,939,Basic,0.318423855,General
Safety Professional,0.35,574,Routine,1964,Intermediate,0.292260692,General
Safety Specialist,0.35,570,Complex,1958,Intermediate,0.291113381,General
Adjuster,0.35,222,Routine,1451,Basic,0.152997932,General
Claim Specialist,0.35,236,Complex,1511,Intermediate,0.156187955,General
Claims Examiner,0.35,238,Routine,1561,Intermediate,0.152466368,General
Claims Representative,0.35,240,Routine,1572,Intermediate,0.152671756,General
Insurance Broker,0.35,441,Routine,1376,Basic,0.320494186,General
Policy Advisor,0.35,736,Routine,2378,Intermediate,0.309503785,General
Mobile Phlebotomist,0.35,147,Routine,467,Basic,0.314775161,General
Orthopedic Technician,0.35,174,Routine,673,Basic,0.258543834,Engineering & Technology
Aircraft Assembler,0.35,64,Routine,518,Basic,0.123552124,General
Aircraft Maintenance Technician,0.35,68,Routine,536,Basic,0.126865672,Engineering & Technology
Aircraft Mechanic,0.35,69,Routine,546,Basic,0.126373626,General
Auto Mechanic,0.35,70,Routine,573,Basic,0.122164049,General
Auto Technician,0.35,70,Routine,573,Basic,0.122164049,Engineering & Technology
Automotive Mechanic,0.35,70,Routine,573,Basic,0.122164049,General
Automotive Technician,0.35,70,Routine,573,Basic,0.122164049,Engineering & Technology
Aviation Maintenance Technician,0.35,68,Routine,536,Basic,0.126865672,Engineering & Technology
Aviation Mechanic,0.35,67,Routine,527,Basic,0.127134725,General
Car Mechanic,0.35,66,Routine,525,Basic,0.125714286,General
Copier Technician,0.35,232,Routine,884,Basic,0.262443439,Engineering & Technology
Diesel Mechanic,0.35,206,Routine,740,Basic,0.278378378,General
Diesel Technician,0.35,209,Routine,744,Basic,0.280913978,Engineering & Technology
Fire Alarm Technician,0.35,218,Routine,777,Basic,0.280566281,Engineering & Technology
Generator Technician,0.35,232,Routine,841,Basic,0.275862069,Engineering & Technology
Gse Mechanic,0.35,199,Routine,736,Basic,0.270380435,General
Hvac,0.35,204,Routine,765,Basic,0.266666667,General
Hvac Mechanic,0.35,206,Routine,807,Basic,0.255266419,General
Lead Technician,0.35,428,Routine,1196,Basic,0.357859532,Engineering & Technology
Materials Planner,0.35,752,Routine,2426,Intermediate,0.309975268,General
Office Cleaning,0.35,67,Routine,416,Basic,0.161057692,General
Prepress,0.35,546,Routine,2241,Intermediate,0.243641232,General
Prepress Technician,0.35,548,Routine,2232,Intermediate,0.245519713,Engineering & Technology
Telecom Technician,0.35,637,Routine,1938,Intermediate,0.32868937,Engineering & Technology
Upholsterer,0.35,325,Routine,1265,Basic,0.256916996,General
Wire Technician,0.35,527,Routine,1641,Intermediate,0.321145643,Engineering & Technology
Assistant Designer,0.35,226,Routine,1888,Intermediate,0.11970339,General
Cnc Operator,0.35,89,Routine,611,Basic,0.145662848,General
Inventory Associate,0.35,536,Routine,1848,Intermediate,0.29004329,General
Inventory Clerk,0.35,530,Routine,1840,Basic,0.288043478,Administrative
Lathe Operator,0.35,200,Routine,820,Basic,0.243902439,General
Manufacturing Process Engineer,0.35,715,Complex,2635,Intermediate,0.271347249,Engineering & Technology
Night Stocker,0.35,312,Routine,1108,Basic,0.281588448,General
Overnight Stocker,0.35,320,Routine,1114,Basic,0.287253142,General
Penetration Tester,0.35,668,Routine,2047,Intermediate,0.326331216,General
Peoplesoft Developer,0.35,957,Routine,3052,Intermediate,0.313564875,General
Programmer Analyst,0.35,979,Complex,3054,Intermediate,0.320563196,Business & Consulting
Salesforce Developer,0.35,1004,Routine,3228,Intermediate,0.311028501,Sales & Marketing
Sharepoint Administrator,0.35,1002,Routine,3274,Intermediate,0.306047648,General
Business Development Analyst,0.35,338,Complex,2185,Intermediate,0.154691076,Business & Consulting
Business Development Associate,0.35,340,Routine,2190,Intermediate,0.155251142,General
Business Development Specialist,0.35,341,Complex,2193,Intermediate,0.155494756,General
Financial Reporting Analyst,0.35,532,Complex,1624,Intermediate,0.327586207,Business & Consulting
Financial Risk Analyst,0.35,517,Complex,1584,Intermediate,0.326388889,Business & Consulting
Gis Analyst,0.35,511,Complex,1434,Basic,0.356345886,Business & Consulting
Program Analyst,0.35,970,Complex,3248,Intermediate,0.29864532,Business & Consulting
Transportation Analyst,0.35,815,Complex,2451,Intermediate,0.33251734,Business & Consulting
Data Manager,0.35,611,Complex,1771,Intermediate,0.345002823,Management & Administration
Geospatial Analyst,0.35,506,Complex,1430,Basic,0.353846154,Business & Consulting
Gis Technician,0.35,494,Routine,1408,Basic,0.350852273,Engineering & Technology
Oracle Dba,0.35,961,Routine,3055,Intermediate,0.314566285,General
Graphics Designer,0.35,631,Routine,2347,Intermediate,0.268853856,General
Senior Graphic Designer,0.35,857,Routine,3006,Intermediate,0.285096474,General
Employee Relations Specialist,0.35,467,Complex,1469,Basic,0.317903336,General
Human Resources Representative,0.35,469,Routine,1525,Intermediate,0.307540984,General
Onboarding Specialist,0.35,955,Complex,3349,Intermediate,0.285159749,General
Payroll Supervisor,0.35,718,Routine,2405,Intermediate,0.298544699,General
Special Events Manager,0.35,1049,Complex,3671,Intermediate,0.285753201,Management & Administration
Telephone Interviewer,0.35,924,Routine,2765,Intermediate,0.334177215,General
Training Specialist,0.35,1018,Complex,3114,Intermediate,0.326910726,General
Corporate Paralegal,0.35,458,Routine,1638,Intermediate,0.27960928,Legal Services
Juvenile Probation Officer,0.35,429,Routine,1323,Basic,0.324263039,General
Legal Receptionist,0.35,463,Routine,1700,Intermediate,0.272352941,General
Legislative Assistant,0.35,774,Routine,2532,Intermediate,0.305687204,General
Patent Examiner,0.35,607,Routine,2133,Intermediate,0.284575715,General
Family Support Specialist,0.35,450,Routine,1548,Basic,0.290697674,Customer Service
Family Support Worker,0.35,454,Routine,1560,Basic,0.291025641,Customer Service
Field Organizer,0.35,452,Routine,1389,Basic,0.325413967,General
Organizer,0.35,823,Routine,3094,Intermediate,0.265998707,General
Business Partner,0.35,319,Routine,2087,Intermediate,0.152850982,General
Operations Analyst,0.35,939,Complex,3006,Intermediate,0.31237525,Business & Consulting
Strategic Planner,0.35,935,Routine,3451,Intermediate,0.270935961,General
Strategist,0.35,926,Routine,3429,Intermediate,0.270049577,General
Workforce Analyst,0.35,771,Complex,2290,Intermediate,0.336681223,Business & Consulting
Business Development Consultant,0.35,346,Complex,2218,Intermediate,0.155996393,Business & Consulting
Business Development Director,0.35,348,Complex,2223,Intermediate,0.156545209,Management & Administration
Business Development Manager,0.35,352,Complex,2227,Intermediate,0.158060171,Management & Administration
Client Manager,0.35,353,Complex,2216,Intermediate,0.159296029,Management & Administration
Commercial Account Manager,0.35,374,Complex,2294,Intermediate,0.163034002,Management & Administration
Commercial Sales Manager,0.35,376,Routine,1109,Basic,0.339044184,Management & Administration
Hvac Sales,0.35,309,Routine,1062,Basic,0.290960452,Sales & Marketing
Online Sales Manager,0.35,998,Routine,3082,Intermediate,0.323815704,Management & Administration
Regional Sales Manager,0.35,1003,Routine,3153,Intermediate,0.318109737,Management & Administration
Relationship Manager,0.35,967,Complex,3049,Intermediate,0.317153165,Management & Administration
Sales Consultant,0.35,996,Routine,3045,Intermediate,0.327093596,Business & Consulting
Sales Coordinator,0.35,997,Routine,3135,Intermediate,0.318022329,Sales & Marketing
Senior Sales Executive,0.35,973,Routine,3033,Intermediate,0.320804484,Sales & Marketing
Acute Care Nurse Practitioner,0.35,119,Routine,796,Basic,0.149497487,Healthcare
Neonatal Nurse Practitioner,0.35,229,Routine,825,Basic,0.277575758,Healthcare
Nursing,0.35,237,Routine,882,Basic,0.268707483,General
Staff Nurse,0.35,236,Routine,841,Basic,0.280618312,Healthcare
Environmental Specialist,0.35,376,Complex,1239,Basic,0.303470541,General
Staffing Recruiter,0.35,870,Routine,2826,Intermediate,0.307855626,General
Aircraft Engineer,0.35,93,Complex,688,Basic,0.135174419,Engineering & Technology
Asic Design Engineer,0.35,98,Complex,699,Basic,0.140200286,Engineering & Technology
Circuit Design Engineer,0.35,96,Complex,697,Basic,0.137733142,Engineering & Technology
Dsp Engineer,0.35,438,Complex,1225,Basic,0.35755102,Engineering & Technology
Field Application Engineer,0.35,444,Complex,1220,Basic,0.363934426,Engineering & Technology
Field Service Engineer,0.35,425,Complex,1217,Basic,0.349219392,Engineering & Technology
Ic Design Engineer,0.35,448,Complex,1243,Basic,0.360418343,Engineering & Technology
Integration Engineer,0.35,525,Complex,1396,Basic,0.376074499,Engineering & Technology
Chemistry Tutor,0.35,117,Routine,730,Basic,0.160273973,Education
Childcare Teacher,0.35,125,Complex,884,Basic,0.141402715,Education
Computer Science Tutor,0.35,418,Routine,1297,Basic,0.32228219,Education
Director Of Education,0.35,438,Complex,1326,Basic,0.330316742,Management & Administration
Grant Coordinator,0.35,499,Routine,1630,Intermediate,0.306134969,General
Hvac Instructor,0.35,273,Routine,917,Basic,0.297709924,Education
Instructor,0.35,406,Routine,1238,Basic,0.327948304,Education
Library Media Specialist,0.35,720,Complex,2380,Intermediate,0.302521008,General
School Librarian,0.35,694,Routine,2295,Intermediate,0.302396514,General
Vocational Counselor,0.35,713,Routine,2178,Intermediate,0.327364555,General
Clinical Research Coordinator,0.35,294,Routine,1874,Intermediate,0.156883671,General
Clinical Research Manager,0.35,294,Complex,1874,Intermediate,0.156883671,Management & Administration
Health Coach,0.35,404,Routine,1322,Basic,0.305597579,General
Lab Assistant,0.35,458,Routine,1498,Basic,0.305740988,General
Medical Laboratory Scientist,0.35,342,Routine,1343,Basic,0.25465376,General
Medical Laboratory Technician,0.35,339,Routine,1339,Basic,0.25317401,Engineering & Technology
Medical Laboratory Technologist,0.35,340,Routine,1340,Basic,0.253731343,General
Medical Technician,0.35,306,Routine,1131,Basic,0.270557029,Engineering & Technology
Medical Technologist,0.35,301,Routine,1125,Basic,0.267555556,General
Health Services Manager,0.35,436,Complex,1437,Basic,0.303409882,Management & Administration
Intake Coordinator,0.35,434,Routine,1412,Basic,0.307365439,General
Medical Interpreter,0.35,419,Routine,1730,Intermediate,0.242196532,General
Medical Secretary,0.35,585,Routine,2151,Intermediate,0.271966527,General
Patient Access Representative,0.35,441,Routine,1710,Intermediate,0.257894737,General
Patient Access Specialist,0.35,440,Complex,1709,Intermediate,0.257460503,General
Fire Investigator,0.35,424,Routine,1308,Basic,0.324159021,General
Ranger,0.35,203,Routine,720,Basic,0.281944444,General
Title Processor,0.35,685,Routine,2075,Intermediate,0.330120482,General
Inventory Control Manager,0.35,546,Complex,1774,Intermediate,0.30777903,Management & Administration
Logistics Specialist,0.35,805,Complex,2534,Intermediate,0.317679558,General
Supply Planner,0.35,745,Routine,2408,Intermediate,0.309385382,General
Blog Writer,0.35,327,Routine,2442,Intermediate,0.133906634,General
Blogger,0.35,328,Routine,2417,Intermediate,0.13570542,General
Content Writer,0.35,553,Routine,2025,Intermediate,0.27308642,General
Corporate Event Planner,0.35,508,Routine,1624,Intermediate,0.312807882,General
Event Coordinator,0.35,502,Routine,1632,Intermediate,0.307598039,General
Media Coordinator,0.35,1020,Routine,3559,Intermediate,0.286597359,General
Multimedia Specialist,0.35,982,Complex,3476,Intermediate,0.282508631,General
Public Relations Coordinator,0.35,974,Routine,3481,Intermediate,0.279804654,General
Packaging,0.35,161,Routine,1310,Basic,0.122900763,General
Communications Technician,0.35,125,Routine,792,Basic,0.157828283,Engineering & Technology
Insurance Specialist,0.35,240,Complex,1523,Intermediate,0.157583716,General
Representative,0.35,261,Routine,1681,Intermediate,0.155264723,General
Business Continuity Manager,0.35,306,Complex,1947,Intermediate,0.157164869,Management & Administration
Channel Sales Manager,0.35,348,Routine,2205,Intermediate,0.157823129,Management & Administration
Regional Manager,0.35,309,Complex,1904,Intermediate,0.162289916,Management & Administration
Butcher,0.35,55,Routine,513,Basic,0.107212476,General
Director Of Finance,0.35,287,Complex,1774,Intermediate,0.161781285,Management & Administration
Infusion Nurse,0.35,113,Routine,864,Basic,0.130787037,Healthcare
Psychiatric Nurse Practitioner,0.35,121,Routine,897,Basic,0.134894091,Healthcare
Care Manager,0.35,221,Complex,1544,Intermediate,0.143134715,Management & Administration
Computer Support Specialist,0.35,134,Routine,1090,Basic,0.12293578,Customer Service
Cyber Security Engineer,0.35,99,Complex,694,Basic,0.142651297,Engineering & Technology
Front Desk Supervisor,0.35,194,Routine,1236,Basic,0.156957929,General
Administrative Services Manager,0.35,294,Complex,1879,Intermediate,0.156466205,Management & Administration
Chief Risk Officer,0.35,279,Routine,1788,Intermediate,0.156040268,General
Business Administrator,0.35,238,Routine,1432,Basic,0.166201117,General
Information Technology Manager,0.35,276,Complex,1906,Intermediate,0.144805876,Management & Administration
Knowledge Manager,0.35,272,Complex,1587,Intermediate,0.171392565,Management & Administration
Management Analyst,0.35,442,Complex,2925,Intermediate,0.151111111,Business & Consulting
Management Consultant,0.35,231,Complex,1336,Basic,0.172904192,Business & Consulting
Managing Consultant,0.35,232,Complex,1341,Basic,0.17300522,Business & Consulting
Process Consultant,0.35,243,Complex,1378,Basic,0.176342525,Business & Consulting
Production Team Leader,0.35,254,Routine,1552,Intermediate,0.163659794,General
Shift Manager,0.35,233,Complex,1888,Intermediate,0.123411017,Management & Administration
Shop Manager,0.35,238,Complex,1929,Intermediate,0.12337999,Management & Administration
Strategic Planning Manager,0.35,262,Complex,2038,Intermediate,0.128557409,Management & Administration
Strategy Manager,0.35,262,Complex,1999,Intermediate,0.131065533,Management & Administration
Traffic Manager,0.35,281,Complex,2146,Intermediate,0.130941286,Management & Administration
Transportation Manager,0.35,278,Complex,1819,Intermediate,0.152831226,Management & Administration
Channel Manager,0.35,218,Complex,1291,Basic,0.168861348,Management & Administration
