Job Titles,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Outreach Worker,0.30,177,1194,0.148241206,Sales & Marketing
Volunteer Manager,0.30,196,1532,0.127937337,Hospitality
Youth Worker,0.30,158,1318,0.119878604,Communication & PR
Announcer,0.30,147,981,0.149847095,Data & IT
Scout,0.30,100,586,0.170648464,Administrative & Clerical
Sports Coordinator,0.30,199,1541,0.129136924,Leadership & Strategy
Automotive Instructor,0.30,112,761,0.14717477,Medical & Healthcare
Biology Tutor,0.30,117,778,0.150385604,Supply Chain & Logistics
Business Instructor,0.30,130,859,0.151338766,Law Enforcement
Clinical Educator,0.30,140,942,0.148619958,Construction
Community Assistant,0.30,151,1010,0.14950495,Sales & Marketing
Culinary Instructor,0.30,113,774,0.145994832,Hospitality
Educational Diagnostician,0.30,132,906,0.145695364,Communication & PR
English Tutor,0.30,148,1156,0.128027682,Data & IT
Esl Tutor,0.30,145,1137,0.127528584,Administrative & Clerical
Instructional Aide,0.30,137,1050,0.13047619,Leadership & Strategy
Instructional Assistant,0.30,138,1054,0.130929791,Medical & Healthcare
Librarian,0.30,200,1648,0.121359223,Supply Chain & Logistics
Medical Instructor,0.30,142,1001,0.141858142,Law Enforcement
Online English Teacher,0.30,164,1119,0.146559428,Construction
Paraeducator,0.30,122,873,0.139747995,Sales & Marketing
Reference Librarian,0.30,147,1081,0.135985199,Hospitality
Special Education Aide,0.30,122,807,0.1511772,Communication & PR
Special Education Assistant,0.30,121,806,0.150124069,Data & IT
Special Education Paraprofessional,0.30,121,806,0.150124069,Administrative & Clerical
Archivist,0.30,153,1021,0.149853085,Leadership & Strategy
Arts Manager,0.30,225,1848,0.121753247,Medical & Healthcare
Cinematographer,0.30,216,1549,0.139444803,Supply Chain & Logistics
Civil Designer,0.30,174,1333,0.130532633,Law Enforcement
Creative Designer,0.30,284,2215,0.128216704,Construction
Creative Strategist,0.30,297,2272,0.130721831,Sales & Marketing
Curatorial Assistant,0.30,142,936,0.151709402,Hospitality
Film Producer,0.30,244,2010,0.121393035,Communication & PR
Game Tester,0.30,210,1769,0.118711136,Data & IT
Motion Graphics Designer,0.30,236,1764,0.133786848,Administrative & Clerical
Photo Editor,0.30,281,1883,0.149229952,Leadership & Strategy
Retoucher,0.30,194,1715,0.113119534,Medical & Healthcare
Technical Artist,0.30,321,2409,0.133250311,Supply Chain & Logistics
Technical Illustrator,0.30,311,2250,0.138222222,Law Enforcement
Vfx Artist,0.30,240,1836,0.130718954,Construction
Video Editor,0.30,282,2061,0.136826783,Sales & Marketing
Visual Information Specialist,0.30,251,1943,0.129181678,Hospitality
Anesthesiologist,0.30,106,641,0.165366615,Communication & PR
Assisted Living Administrator,0.30,121,663,0.182503771,Data & IT
Biomedical Equipment Technician,0.30,132,748,0.176470588,Administrative & Clerical
Cardiologist,0.30,140,982,0.142566191,Leadership & Strategy
Cardiology Nurse Practitioner,0.30,87,616,0.141233766,Medical & Healthcare
Cardiothoracic Surgeon,0.30,79,530,0.149056604,Supply Chain & Logistics
Certified Dental Assistant,0.30,107,676,0.158284024,Law Enforcement
Certified Ophthalmic Assistant,0.30,108,684,0.157894737,Construction
Ct Technologist,0.30,118,681,0.173274596,Sales & Marketing
Cytotechnologist,0.30,111,744,0.149193548,Hospitality
Diagnostic Medical Sonographer,0.30,120,692,0.173410405,Communication & PR
Echocardiographer,0.30,120,687,0.174672489,Data & IT
Eeg Technician,0.30,111,669,0.165919283,Administrative & Clerical
Ekg Technician,0.30,111,668,0.166167665,Leadership & Strategy
Endoscopy Technician,0.30,118,687,0.171761281,Medical & Healthcare
Genetic Counselor,0.30,111,1099,0.10100091,Supply Chain & Logistics
Health Specialist,0.30,138,844,0.163507109,Law Enforcement
Histologist,0.30,113,1142,0.098949212,Construction
Histology Technician,0.30,113,1143,0.098862642,Sales & Marketing
Histotechnologist,0.30,109,1080,0.100925926,Hospitality
Laboratory Technologist,0.30,115,1125,0.102222222,Communication & PR
Laser Technician,0.30,132,1242,0.106280193,Data & IT
Mammographer,0.30,109,1059,0.10292729,Administrative & Clerical
Mammography Technologist,0.30,112,1067,0.104967198,Leadership & Strategy
Medical Dosimetrist,0.30,116,670,0.173134328,Medical & Healthcare
Medication Technician,0.30,102,517,0.19729207,Supply Chain & Logistics
Brand Director,0.30,264,1671,0.157989228,Law Enforcement
Business Unit Manager,0.30,236,1437,0.164231037,Construction
Psychiatric Nurse,0.30,116,711,0.163150492,Sales & Marketing
Materials Manager,0.30,228,1373,0.166059723,Hospitality
Manufacturing Engineer,0.30,224,1371,0.163384391,Communication & PR
Outside Machinist,0.30,102,664,0.153614458,Data & IT
Procurement Officer,0.30,234,1481,0.15800135,Administrative & Clerical
Senior Manufacturing Engineer,0.30,214,1348,0.158753709,Leadership & Strategy
Stockroom Associate,0.30,175,1239,0.141242938,Medical & Healthcare
Benefits Analyst,0.30,249,1443,0.172557173,Supply Chain & Logistics
Cyber Security Specialist,0.30,273,1602,0.170411985,Law Enforcement
Information Security Specialist,0.30,277,1645,0.168389058,Construction
Transportation Coordinator,0.30,202,1350,0.14962963,Sales & Marketing
Assistant Hotel Manager,0.30,222,1383,0.160520607,Hospitality
Executive Sous Chef,0.30,140,815,0.171779141,Communication & PR
Director Of Rehabilitation,0.30,146,886,0.164785553,Data & IT
Chairman,0.30,181,1203,0.15045719,Administrative & Clerical
Hotel Sales Manager,0.30,233,1492,0.15616622,Leadership & Strategy
Community Health Nurse,0.30,124,718,0.17270195,Medical & Healthcare
Service Coordinator,0.30,227,1473,0.154107264,Supply Chain & Logistics
Warehouse Administrator,0.30,226,1341,0.168530947,Law Enforcement
Fitter,0.30,98,690,0.142028986,Construction
Landscape Manager,0.30,185,1249,0.148118495,Sales & Marketing
Insurance Consultant,0.30,229,1408,0.162642045,Hospitality
Floor Manager,0.30,194,1229,0.157851912,Communication & PR
Computer Repair Technician,0.30,188,1420,0.132394366,Data & IT
Information Security Consultant,0.30,279,1621,0.172115978,Administrative & Clerical
Insurance Coordinator,0.30,237,1397,0.169649248,Leadership & Strategy
Compliance Specialist,0.30,235,1366,0.172035139,Medical & Healthcare
Management Engineer,0.30,259,1854,0.13969795,Supply Chain & Logistics
Process Improvement Manager,0.30,736,1896,0.388185654,Law Enforcement
Recruiting Manager,0.30,903,2361,0.382465057,Construction
Revenue Cycle Manager,0.30,548,1549,0.35377663,Sales & Marketing
Salon Manager,0.30,470,1263,0.37212985,Hospitality
Security Analyst,0.30,729,1817,0.401210787,Communication & PR
Strategy Analyst,0.30,784,1928,0.406639004,Data & IT
Car Sales,0.30,221,1515,0.145874587,Administrative & Clerical
Client Success Manager,0.30,286,1824,0.156798246,Leadership & Strategy
Director Of Sales,0.30,255,1665,0.153153153,Medical & Healthcare
District Sales Manager,0.30,247,1635,0.151070336,Supply Chain & Logistics
External Wholesaler,0.30,278,1997,0.139208813,Law Enforcement
Finance Manager,0.30,306,1997,0.153229845,Construction
National Sales Director,0.30,707,2002,0.353146853,Sales & Marketing
Material Engineer,0.31,168,1167,0.143958869,Administrative & Clerical
Mechanical Design Engineer,0.31,181,1193,0.151718357,Leadership & Strategy
Risk Manager,0.32,244,1904,0.128151261,Supply Chain & Logistics
Component Engineer,0.32,192,1452,0.132231405,Law Enforcement
Electronic Engineer,0.32,202,1552,0.130154639,Construction
Energy Engineer,0.32,182,1114,0.163375224,Sales & Marketing
Equipment Engineer,0.32,191,1369,0.139517896,Hospitality
Failure Analysis Engineer,0.32,196,1498,0.130841121,Communication & PR
Hvac Engineer,0.32,146,1343,0.108711839,Data & IT
Lpn Nurse,0.33,81,588,0.137755102,Sales & Marketing
Mental Health Nurse,0.33,112,582,0.192439863,Hospitality
Occupational Health Nurse,0.33,106,565,0.187610619,Communication & PR
Practical Nurse,0.33,95,445,0.213483146,Data & IT
Interviewer,0.33,160,1173,0.136402387,Administrative & Clerical
Operations Specialist,0.33,232,1489,0.155809268,Leadership & Strategy
Production Coordinator,0.33,255,1739,0.146635998,Medical & Healthcare
Licensed Practical Nurse Lpn,0.34,80,588,0.136054422,Construction
Chief Administrative Officer,0.35,281,1828,0.153719912,Data & IT
Emergency Management Specialist,0.35,403,1291,0.312161115,Administrative & Clerical
Loss Prevention Manager,0.35,445,1545,0.28802589,Leadership & Strategy
Proposal Coordinator,0.35,984,3525,0.279148936,Medical & Healthcare
Provider Relations Representative,0.35,707,2389,0.295939724,Supply Chain & Logistics
Secretary,0.35,617,2226,0.277178796,Law Enforcement
Trading Assistant,0.35,659,2040,0.323039216,Construction
Volunteer Coordinator,0.35,787,2343,0.335894153,Sales & Marketing
Car Driver,0.35,60,505,0.118811881,Hospitality
Carrier,0.35,62,529,0.117202268,Communication & PR
Construction Driver,0.35,200,756,0.264550265,Data & IT
Contract Driver,0.35,174,672,0.258928571,Administrative & Clerical
Courier,0.35,177,680,0.260294118,Leadership & Strategy
Forklift Driver,0.35,160,648,0.24691358,Medical & Healthcare
Tanker,0.35,62,373,0.166219839,Supply Chain & Logistics
Taxi Driver,0.35,93,383,0.242819843,Law Enforcement
Assistant Restaurant Manager,0.35,142,1006,0.141153082,Construction
Banquet Captain,0.35,101,793,0.127364439,Sales & Marketing
Brewer,0.35,55,508,0.108267717,Hospitality
Chef Manager,0.35,90,740,0.121621622,Communication & PR
Executive Chef,0.35,299,1007,0.296921549,Data & IT
Food Production Worker,0.35,260,953,0.272822665,Administrative & Clerical
Front Of House Manager,0.35,443,1432,0.309357542,Leadership & Strategy
Front Office Supervisor,0.35,468,1627,0.287645974,Medical & Healthcare
Greeter,0.35,277,900,0.307777778,Supply Chain & Logistics
Hotel Front Office Manager,0.35,475,1545,0.307443366,Law Enforcement
Hotel General Manager,0.35,425,1271,0.334382376,Construction
Hotel Operations Manager,0.35,429,1275,0.336470588,Sales & Marketing
Contract Negotiator,0.35,397,1238,0.320678514,Hospitality
Housing Specialist,0.35,441,1408,0.313210227,Communication & PR
Proposal Specialist,0.35,988,3459,0.285631685,Data & IT
Analytical Chemist,0.35,114,757,0.150594452,Administrative & Clerical
Cytogenetic Technologist,0.35,337,1150,0.293043478,Leadership & Strategy
Food Scientist,0.35,340,1184,0.287162162,Medical & Healthcare
Food Technologist,0.35,336,1179,0.284987277,Supply Chain & Logistics
Laboratory Assistant,0.35,456,1497,0.304609218,Law Enforcement
Patent Agent,0.35,641,2233,0.28705777,Construction
Taxonomist,0.35,661,2244,0.29456328,Sales & Marketing
Accounting Consultant,0.35,240,1585,0.151419558,Hospitality
Accounting Technician,0.35,213,1460,0.145890411,Communication & PR
Accounts Receivable Clerk,0.35,217,1451,0.149552033,Data & IT
Appraiser,0.35,177,1268,0.139589905,Administrative & Clerical
Broker Assistant,0.35,207,1467,0.141104294,Leadership & Strategy
Commercial Loan Officer,0.35,441,1284,0.343457944,Medical & Healthcare
Commodity Trader,0.35,444,1360,0.326470588,Supply Chain & Logistics
Corporate Accountant,0.35,486,1586,0.306431274,Law Enforcement
Entry Level Accountant,0.35,481,1585,0.303470032,Construction
Equity Trader,0.35,443,1351,0.327905255,Sales & Marketing
Financial Accountant,0.35,483,1572,0.307251908,Hospitality
Fund Accounting Manager,0.35,483,1612,0.299627792,Communication & PR
General Accountant,0.35,466,1545,0.301618123,Data & IT
General Ledger Accountant,0.35,466,1543,0.302009073,Administrative & Clerical
Investment Banking Analyst,0.35,478,1461,0.327173169,Leadership & Strategy
Private Equity Analyst,0.35,721,2283,0.315812527,Medical & Healthcare
Risk Analyst,0.35,725,2289,0.316732197,Supply Chain & Logistics
Treasury Manager,0.35,704,2184,0.322344322,Law Enforcement
Clinic Receptionist,0.35,241,1566,0.153895275,Construction
Dental Receptionist,0.35,461,1651,0.279224712,Sales & Marketing
Front Office Assistant,0.35,470,1642,0.286236297,Hospitality
Yard Jockey,0.35,314,1178,0.26655348,Communication & PR
Associate Consultant,0.35,289,1784,0.161995516,Data & IT
Consultant,0.35,495,1511,0.327597617,Administrative & Clerical
Financial Consultant,0.35,486,1547,0.314156432,Leadership & Strategy
Technical Consultant,0.35,1240,4070,0.304668305,Medical & Healthcare
Technology Consultant,0.35,1236,4064,0.304133858,Supply Chain & Logistics
Product Demonstrator,0.35,911,3170,0.287381703,Law Enforcement
Promotions Manager,0.35,1044,3723,0.280419017,Construction
Purchasing Agent,0.35,853,3098,0.275338928,Sales & Marketing
Special Events Coordinator,0.35,1071,3790,0.282585752,Hospitality
Assistant Project Manager,0.35,311,1980,0.157070707,Communication & PR
Associate Product Manager,0.35,316,2008,0.157370518,Data & IT
Product Director,0.35,995,3281,0.303261201,Administrative & Clerical
Product Owner,0.35,1045,3492,0.299255441,Leadership & Strategy
Project Estimator,0.35,865,2706,0.319660015,Medical & Healthcare
Project Lead,0.35,1053,3454,0.304863926,Supply Chain & Logistics
Project Leader,0.35,1051,3453,0.304373009,Law Enforcement
Project Management Specialist,0.35,1070,3480,0.307471264,Construction
Inventory Specialist,0.35,524,1687,0.310610551,Sales & Marketing
Merchandising Assistant,0.35,873,3073,0.284087211,Hospitality
Stock Manager,0.35,661,2265,0.29183223,Communication & PR
Architectural Drafter,0.35,137,1204,0.113787375,Data & IT
Drilling Supervisor,0.35,232,792,0.292929293,Administrative & Clerical
General Contractor,0.35,299,939,0.318423855,Leadership & Strategy
Safety Professional,0.35,574,1964,0.292260692,Medical & Healthcare
Safety Specialist,0.35,570,1958,0.291113381,Supply Chain & Logistics
Adjuster,0.35,222,1451,0.152997932,Law Enforcement
Claim Specialist,0.35,236,1511,0.156187955,Construction
Claims Examiner,0.35,238,1561,0.152466368,Sales & Marketing
Claims Representative,0.35,240,1572,0.152671756,Hospitality
Insurance Broker,0.35,441,1376,0.320494186,Communication & PR
Policy Advisor,0.35,736,2378,0.309503785,Data & IT
Mobile Phlebotomist,0.35,147,467,0.314775161,Administrative & Clerical
Orthopedic Technician,0.35,174,673,0.258543834,Leadership & Strategy
Aircraft Assembler,0.35,64,518,0.123552124,Medical & Healthcare
Aircraft Maintenance Technician,0.35,68,536,0.126865672,Supply Chain & Logistics
Aircraft Mechanic,0.35,69,546,0.126373626,Law Enforcement
Auto Mechanic,0.35,70,573,0.122164049,Construction
Auto Technician,0.35,70,573,0.122164049,Sales & Marketing
Automotive Mechanic,0.35,70,573,0.122164049,Hospitality
Automotive Technician,0.35,70,573,0.122164049,Communication & PR
Aviation Maintenance Technician,0.35,68,536,0.126865672,Data & IT
Aviation Mechanic,0.35,67,527,0.127134725,Administrative & Clerical
Car Mechanic,0.35,66,525,0.125714286,Leadership & Strategy
Copier Technician,0.35,232,884,0.262443439,Medical & Healthcare
Diesel Mechanic,0.35,206,740,0.278378378,Supply Chain & Logistics
Diesel Technician,0.35,209,744,0.280913978,Law Enforcement
Fire Alarm Technician,0.35,218,777,0.280566281,Construction
Generator Technician,0.35,232,841,0.275862069,Sales & Marketing
Gse Mechanic,0.35,199,736,0.270380435,Hospitality
Hvac,0.35,204,765,0.266666667,Communication & PR
Hvac Mechanic,0.35,206,807,0.255266419,Data & IT
Lead Technician,0.35,428,1196,0.357859532,Administrative & Clerical
Materials Planner,0.35,752,2426,0.309975268,Leadership & Strategy
Office Cleaning,0.35,67,416,0.161057692,Medical & Healthcare
Prepress,0.35,546,2241,0.243641232,Supply Chain & Logistics
Prepress Technician,0.35,548,2232,0.245519713,Law Enforcement
Telecom Technician,0.35,637,1938,0.32868937,Construction
Upholsterer,0.35,325,1265,0.256916996,Sales & Marketing
Wire Technician,0.35,527,1641,0.321145643,Hospitality
Assistant Designer,0.35,226,1888,0.11970339,Communication & PR
Cnc Operator,0.35,89,611,0.145662848,Data & IT
Inventory Associate,0.35,536,1848,0.29004329,Administrative & Clerical
Inventory Clerk,0.35,530,1840,0.288043478,Leadership & Strategy
Lathe Operator,0.35,200,820,0.243902439,Medical & Healthcare
Manufacturing Process Engineer,0.35,715,2635,0.271347249,Supply Chain & Logistics
Night Stocker,0.35,312,1108,0.281588448,Law Enforcement
Overnight Stocker,0.35,320,1114,0.287253142,Construction
Penetration Tester,0.35,668,2047,0.326331216,Sales & Marketing
Peoplesoft Developer,0.35,957,3052,0.313564875,Hospitality
Programmer Analyst,0.35,979,3054,0.320563196,Communication & PR
Salesforce Developer,0.35,1004,3228,0.311028501,Data & IT
Sharepoint Administrator,0.35,1002,3274,0.306047648,Administrative & Clerical
Business Development Analyst,0.35,338,2185,0.154691076,Leadership & Strategy
Business Development Associate,0.35,340,2190,0.155251142,Medical & Healthcare
Business Development Specialist,0.35,341,2193,0.155494756,Supply Chain & Logistics
Financial Reporting Analyst,0.35,532,1624,0.327586207,Law Enforcement
Financial Risk Analyst,0.35,517,1584,0.326388889,Construction
Gis Analyst,0.35,511,1434,0.356345886,Sales & Marketing
Program Analyst,0.35,970,3248,0.29864532,Hospitality
Transportation Analyst,0.35,815,2451,0.33251734,Communication & PR
Data Manager,0.35,611,1771,0.345002823,Data & IT
Geospatial Analyst,0.35,506,1430,0.353846154,Administrative & Clerical
Gis Technician,0.35,494,1408,0.350852273,Leadership & Strategy
